D,451,01/25/2020,08:08:01,3.192,18,-1527230464,1
D,452,01/25/2020,17:00:01,3.192,18,3659,1
D,453,01/25/2020,18:00:01,3.193,18,5949,1
D,454,01/25/2020,19:00:01,3.192,18,1574,1
D,455,01/25/2020,20:00:01,3.191,17,2855,1
D,456,01/25/2020,21:00:01,3.193,17,2853,1
D,457,01/25/2020,22:00:01,3.192,17,3524,1
D,458,01/25/2020,23:00:01,3.193,17,1899,1
D,459,01/26/2020,00:00:01,3.192,17,6332,1
D,460,01/26/2020,01:00:01,3.194,17,10931,1
D,461,01/26/2020,02:00:02,3.193,17,175226,1
D,462,01/26/2020,03:08:01,3.194,17,1432173824,1
D,463,01/26/2020,04:08:01,3.194,17,-1528754176,1
D,464,01/26/2020,05:08:01,3.193,17,-1529345792,1
D,465,01/26/2020,06:08:01,3.193,17,-1529251584,1
D,466,01/26/2020,07:08:01,3.192,18,-1529335808,1
D,467,01/26/2020,08:08:01,3.193,17,-1531220480,1
D,468,01/26/2020,17:00:01,3.193,18,5804,1
D,469,01/26/2020,18:00:01,3.192,17,3465,1
D,470,01/26/2020,19:00:01,3.193,18,2442,1
D,471,01/26/2020,20:00:01,3.191,17,2733,1
D,472,01/26/2020,21:00:01,3.193,17,9279,1
D,473,01/26/2020,22:00:01,3.192,17,6963,1
D,474,01/26/2020,23:00:01,3.191,17,4416,1
D,475,01/27/2020,00:00:01,3.193,17,6643,1
D,476,01/27/2020,01:00:01,3.193,17,9753,1
D,477,01/27/2020,02:00:02,3.193,16,190271,1
D,478,01/27/2020,03:08:01,3.191,17,1432163456,1
D,479,01/27/2020,04:08:01,3.195,17,-1525228288,1
D,480,01/27/2020,05:08:01,3.192,17,-1524370176,1
D,481,01/27/2020,06:08:01,3.192,17,-1528658944,1
D,482,01/27/2020,07:08:01,3.193,17,-1524786688,1
D,483,01/27/2020,08:08:01,3.192,17,-1529100288,1
D,484,01/27/2020,17:00:01,3.193,17,6386,1
D,485,01/27/2020,18:00:01,3.193,18,4331,1
D,486,01/27/2020,19:00:01,3.193,17,1923,1
D,487,01/27/2020,20:00:01,3.192,17,3680,1
D,488,01/27/2020,21:00:01,3.194,17,8610,1
D,489,01/27/2020,22:00:01,3.192,18,45895,1
D,490,01/27/2020,23:00:01,3.190,17,18510,1
D,491,01/28/2020,00:00:01,3.191,17,5974,1
D,492,01/28/2020,01:00:01,3.190,18,36508,1
D,493,01/28/2020,02:00:02,3.193,18,250845,1
D,494,01/28/2020,03:08:01,3.192,18,1432200064,1
D,495,01/28/2020,04:08:01,3.193,18,-1522857472,1
D,496,01/28/2020,05:08:01,3.191,18,1340952960,1
D,497,01/28/2020,06:08:01,3.192,18,-1526392832,1
D,498,01/28/2020,07:08:01,3.194,18,-1524045824,1
D,499,01/28/2020,08:08:01,3.192,18,-1524417024,1
D,500,01/28/2020,17:00:01,3.190,18,5378,1
D,501,01/28/2020,18:00:01,3.192,18,12071,1
D,502,01/28/2020,19:00:01,3.190,18,1611,1
D,503,01/28/2020,20:00:01,3.191,18,3528,1
D,504,01/28/2020,21:00:01,3.193,18,4292,1
D,505,01/28/2020,22:00:01,3.193,18,3156,1
D,506,01/28/2020,23:00:01,3.194,18,4146,1
D,507,01/29/2020,00:00:01,3.192,17,6042,1
D,508,01/29/2020,01:00:01,3.193,17,11295,1
D,509,01/29/2020,02:00:02,3.194,17,276644,1
D,510,01/29/2020,03:08:01,3.192,17,117322648,1
D,511,01/29/2020,04:08:01,3.193,18,84488640,1
